student_id,hours_studied,attendance_rate,previous_score,sleep_hours,tutoring_sessions,parental_education,internet_access,extracurricular_activities,peer_study_group,stress_level,final_score,performance_tier
STU_10282,25.3,91.3,72.9,5.7,2,High School,Yes,No,No,2,97.2,Distinction
STU_10283,7.0,63.6,70.7,6.9,2,Master's,No,No,No,4,80.4,Merit
STU_10284,28.9,83.8,84.4,6.4,0,Some College,Yes,Yes,No,4,100.0,Distinction
STU_10285,2.3,72.1,56.3,5.0,0,Some College,Yes,No,No,2,51.0,Pass
STU_10286,14.0,50.5,44.6,8.5,2,Bachelor's,Yes,Yes,Yes,2,78.9,Merit
STU_10287,18.8,64.5,69.4,6.4,0,Bachelor's,Yes,Yes,Yes,5,86.7,Distinction
STU_10288,16.8,82.2,77.6,8.6,0,Some College,Yes,Yes,Yes,4,99.4,Distinction
STU_10289,11.0,89.4,73.8,8.3,0,Bachelor's,Yes,No,Yes,8,93.3,Distinction
STU_10290,13.6,84.5,86.8,7.9,1,Master's,Yes,Yes,No,4,100.0,Distinction
STU_10291,11.8,67.7,77.2,7.9,4,Bachelor's,Yes,No,Yes,8,92.7,Distinction
STU_10292,11.2,59.7,65.2,6.5,2,High School,Yes,Yes,No,5,80.9,Merit
STU_10293,20.5,65.4,44.1,9.4,1,Bachelor's,Yes,No,No,1,75.7,Merit
STU_10294,17.3,88.3,69.2,7.3,4,Bachelor's,Yes,No,Yes,9,98.0,Distinction
STU_10295,10.5,96.0,84.3,7.6,3,Bachelor's,Yes,No,Yes,8,100.0,Distinction
STU_10296,20.8,93.3,67.3,6.4,1,Bachelor's,Yes,Yes,No,1,99.8,Distinction
STU_10297,17.0,89.6,72.3,6.1,3,Doctorate,Yes,Yes,Yes,3,100.0,Distinction
STU_10298,20.3,79.2,77.1,7.8,1,Some College,Yes,No,No,3,99.8,Distinction
STU_10299,19.1,97.4,59.8,7.5,0,High School,Yes,Yes,No,5,100.0,Distinction
STU_10300,9.6,57.2,79.5,6.3,0,Some College,Yes,Yes,No,7,73.8,Merit
STU_10301,11.4,84.5,91.6,5.5,2,High School,Yes,Yes,Yes,1,100.0,Distinction
STU_10302,19.9,89.0,69.9,5.7,1,Some College,Yes,No,No,1,91.2,Distinction
STU_10303,19.0,58.1,58.5,8.6,2,Bachelor's,Yes,Yes,Yes,10,76.4,Merit
STU_10304,14.9,78.8,71.2,6.5,2,Some College,Yes,Yes,Yes,6,100.0,Distinction
STU_10305,15.8,75.4,45.3,6.8,0,Bachelor's,Yes,No,No,5,87.5,Distinction
STU_10306,23.3,77.0,76.0,8.9,0,Bachelor's,Yes,Yes,No,3,99.7,Distinction
STU_10307,11.2,63.2,77.4,5.9,1,Some College,Yes,Yes,Yes,3,84.7,Merit
STU_10308,18.6,94.7,92.1,6.3,0,Master's,Yes,Yes,No,4,100.0,Distinction
STU_10309,13.7,77.8,69.7,6.3,2,High School,No,No,Yes,10,77.7,Merit
STU_10310,13.6,68.3,76.9,9.1,1,Master's,No,Yes,Yes,2,88.7,Distinction
STU_10311,22.1,72.7,61.7,9.6,1,Bachelor's,Yes,No,No,9,75.0,Merit
STU_10312,20.4,79.1,67.7,8.1,0,Some College,Yes,No,Yes,4,99.3,Distinction
STU_10313,20.3,88.8,53.7,8.1,2,Some College,Yes,Yes,Yes,10,81.4,Merit
STU_10314,23.5,88.4,69.7,6.5,3,Some College,Yes,No,Yes,3,100.0,Distinction
STU_10315,15.1,90.7,68.3,9.5,5,Bachelor's,No,Yes,Yes,10,93.1,Distinction
STU_10316,19.4,97.6,75.6,7.5,3,Master's,No,Yes,Yes,7,100.0,Distinction
STU_10317,13.0,86.6,64.5,8.2,1,Some College,Yes,No,No,9,85.3,Distinction
STU_10318,17.1,95.2,73.0,7.1,0,Bachelor's,Yes,No,No,2,99.0,Distinction
STU_10319,14.2,74.6,68.0,6.9,2,High School,Yes,Yes,No,6,97.7,Distinction
STU_10320,15.6,76.0,68.0,9.2,4,Some College,Yes,Yes,No,5,97.2,Distinction
STU_10321,18.9,78.7,73.0,7.8,0,Doctorate,Yes,Yes,No,1,100.0,Distinction
STU_10322,9.7,86.8,72.5,8.9,0,High School,No,Yes,No,7,83.8,Merit
STU_10323,28.6,65.2,81.1,7.5,0,Master's,Yes,No,No,1,97.6,Distinction
STU_10324,8.5,88.3,70.6,6.2,2,Bachelor's,Yes,No,Yes,10,76.7,Merit
STU_10325,7.1,73.1,67.8,6.5,1,Doctorate,Yes,Yes,Yes,9,74.7,Merit
STU_10326,22.5,75.0,69.8,7.3,0,High School,Yes,Yes,No,4,96.5,Distinction
STU_10327,20.1,71.3,63.4,6.4,3,High School,Yes,Yes,Yes,8,85.0,Distinction
STU_10328,19.1,69.4,67.7,5.9,1,High School,Yes,Yes,No,1,80.3,Merit
STU_10329,19.1,75.1,96.4,8.6,0,Bachelor's,Yes,Yes,No,5,100.0,Distinction
STU_10330,14.9,82.0,61.0,6.5,0,Bachelor's,Yes,Yes,Yes,3,94.4,Distinction
STU_10331,9.2,45.0,68.7,7.4,0,High School,Yes,Yes,No,4,73.4,Merit
STU_10332,15.5,80.2,67.4,7.6,1,Bachelor's,Yes,Yes,Yes,4,100.0,Distinction
STU_10333,10.6,92.6,69.0,6.5,0,Some College,Yes,No,No,8,83.6,Merit
STU_10334,21.3,69.9,68.0,8.9,1,High School,Yes,Yes,No,10,74.5,Merit
STU_10335,14.0,91.9,75.4,5.9,2,Some College,Yes,No,No,10,82.8,Merit
STU_10336,9.6,85.5,51.5,7.5,2,High School,Yes,No,Yes,3,92.1,Distinction
STU_10337,12.9,92.6,84.4,7.5,0,Some College,Yes,No,Yes,1,100.0,Distinction
STU_10338,17.7,67.2,79.6,7.1,1,Some College,Yes,No,No,5,94.7,Distinction
STU_10339,11.3,79.9,57.1,5.6,3,Master's,Yes,No,No,2,94.8,Distinction
STU_10340,9.7,56.5,44.8,8.2,0,Bachelor's,Yes,No,Yes,6,72.9,Merit
STU_10341,16.6,71.2,60.3,8.1,0,Some College,Yes,Yes,Yes,4,91.4,Distinction
STU_10342,16.6,90.1,69.1,6.4,1,Bachelor's,Yes,No,Yes,9,87.9,Distinction
STU_10343,11.7,53.9,99.0,8.0,2,Bachelor's,Yes,No,No,7,89.9,Distinction
STU_10344,11.9,81.9,78.5,7.6,0,Some College,Yes,Yes,No,2,100.0,Distinction
STU_10345,16.5,61.7,50.3,5.7,2,Bachelor's,Yes,No,Yes,7,78.1,Merit
STU_10346,5.6,52.8,63.7,6.2,2,Bachelor's,No,Yes,Yes,10,59.5,Pass
STU_10347,5.9,89.0,71.4,8.6,4,Bachelor's,Yes,Yes,No,8,98.4,Distinction
STU_10348,10.3,84.8,75.0,7.6,0,Bachelor's,Yes,Yes,No,3,95.6,Distinction
STU_10349,13.6,56.5,56.2,6.5,2,Bachelor's,Yes,No,No,3,78.9,Merit
STU_10350,17.0,62.7,70.4,6.2,0,Some College,Yes,No,No,2,85.4,Distinction
STU_10351,24.6,83.1,63.4,6.6,1,Master's,Yes,No,Yes,1,100.0,Distinction
STU_10352,20.6,88.3,58.8,6.7,1,High School,Yes,No,Yes,3,95.0,Distinction
STU_10353,14.0,64.2,75.1,6.2,1,Master's,Yes,Yes,No,10,72.4,Merit
STU_10354,14.9,87.5,81.3,5.1,3,Some College,Yes,No,No,7,97.5,Distinction
STU_10355,8.5,83.9,82.1,8.6,0,High School,Yes,Yes,No,9,82.9,Merit
STU_10356,14.9,76.2,78.9,8.4,1,Bachelor's,No,No,No,9,88.8,Distinction
STU_10357,13.1,91.6,66.0,5.7,0,Some College,Yes,Yes,No,6,91.5,Distinction
STU_10358,17.1,65.6,80.6,7.4,2,Bachelor's,No,Yes,No,6,97.8,Distinction
STU_10359,9.6,74.3,75.7,6.1,0,Some College,Yes,No,Yes,5,79.9,Merit
STU_10360,18.4,72.3,73.6,6.9,3,Bachelor's,Yes,No,No,2,89.9,Distinction
STU_10361,25.0,79.1,64.7,6.8,3,Some College,Yes,Yes,No,7,100.0,Distinction
STU_10362,14.3,73.6,66.0,6.7,3,High School,Yes,No,No,1,93.9,Distinction
STU_10363,17.6,58.0,72.9,9.6,0,Some College,Yes,Yes,No,6,76.7,Merit
STU_10364,19.5,81.2,99.0,6.7,2,Bachelor's,Yes,Yes,No,4,100.0,Distinction
STU_10365,12.4,95.8,75.6,6.2,0,Bachelor's,Yes,No,Yes,3,99.9,Distinction
STU_10366,16.5,82.5,64.7,6.3,3,Bachelor's,Yes,Yes,Yes,1,100.0,Distinction
STU_10367,15.1,85.1,62.0,8.5,2,Doctorate,Yes,No,No,6,98.5,Distinction
STU_10368,15.6,79.8,66.1,5.2,1,Bachelor's,Yes,Yes,No,7,84.1,Merit
STU_10369,10.0,93.8,98.1,6.3,2,Master's,Yes,Yes,Yes,1,100.0,Distinction
STU_10370,15.2,94.6,67.2,8.9,0,High School,Yes,Yes,No,1,95.9,Distinction
STU_10371,18.2,79.6,82.9,7.5,1,High School,Yes,Yes,No,7,100.0,Distinction
STU_10372,24.4,77.7,67.5,7.4,0,Some College,Yes,Yes,No,6,97.6,Distinction
STU_10373,21.2,82.6,75.1,9.8,5,High School,No,No,No,7,92.6,Distinction
STU_10374,29.0,60.8,81.5,7.5,3,Some College,Yes,No,Yes,8,100.0,Distinction
STU_10375,10.0,66.2,65.1,6.4,2,Some College,Yes,No,No,8,75.4,Merit
STU_10376,20.7,91.4,64.3,6.9,4,Bachelor's,Yes,No,No,9,100.0,Distinction
STU_10377,16.2,82.5,91.9,5.8,0,Bachelor's,Yes,Yes,Yes,9,100.0,Distinction
STU_10378,29.2,70.7,83.8,8.7,3,Doctorate,Yes,Yes,No,7,100.0,Distinction
STU_10379,9.7,79.5,81.5,7.9,0,Master's,Yes,Yes,Yes,9,94.1,Distinction
STU_10380,9.5,62.6,81.4,8.5,2,High School,No,Yes,Yes,6,88.6,Distinction
STU_10381,11.1,77.3,77.5,8.7,2,Some College,Yes,No,Yes,9,94.1,Distinction
STU_10382,2.0,63.2,96.2,6.7,0,Some College,Yes,Yes,No,2,79.3,Merit
STU_10383,11.6,79.9,72.5,6.1,1,High School,Yes,Yes,No,2,87.3,Distinction
STU_10384,10.1,78.0,78.9,7.1,0,Some College,Yes,Yes,No,6,94.9,Distinction
STU_10385,16.0,90.2,54.6,6.2,5,Bachelor's,Yes,Yes,No,3,100.0,Distinction
STU_10386,17.2,90.4,62.1,7.4,0,High School,Yes,Yes,Yes,2,96.3,Distinction
STU_10387,27.2,92.4,57.6,8.6,1,Bachelor's,Yes,No,Yes,8,96.9,Distinction
STU_10388,21.2,72.2,87.3,7.0,2,Bachelor's,Yes,Yes,Yes,7,100.0,Distinction
STU_10389,11.3,86.5,41.4,7.4,0,High School,Yes,No,No,8,79.0,Merit
STU_10390,9.2,82.6,67.2,7.1,1,Some College,Yes,Yes,No,6,95.3,Distinction
STU_10391,18.2,80.2,38.0,8.2,2,Master's,Yes,No,No,9,79.4,Merit
STU_10392,6.4,65.4,62.0,6.4,0,Some College,Yes,No,No,9,63.2,Pass
STU_10393,26.9,75.5,66.1,4.6,2,Some College,Yes,No,Yes,2,88.7,Distinction
STU_10394,22.7,87.2,88.6,7.8,0,Some College,Yes,Yes,No,10,97.4,Distinction
STU_10395,12.0,98.2,76.8,8.4,0,High School,No,Yes,Yes,5,100.0,Distinction
STU_10396,3.9,78.1,62.0,7.7,1,High School,Yes,No,No,9,74.1,Merit
STU_10397,23.8,90.9,84.8,6.4,1,Bachelor's,Yes,Yes,Yes,3,100.0,Distinction
STU_10398,14.3,84.1,72.2,5.8,4,High School,Yes,Yes,Yes,5,100.0,Distinction
STU_10399,23.0,83.9,72.5,7.8,3,Some College,Yes,Yes,No,8,100.0,Distinction
STU_10400,4.6,70.3,57.6,7.4,1,High School,Yes,No,Yes,2,78.6,Merit
STU_10401,11.1,70.5,60.1,7.0,1,Bachelor's,Yes,Yes,Yes,6,86.0,Distinction
STU_10402,15.0,77.2,62.1,9.4,0,High School,Yes,No,No,4,81.8,Merit
STU_10403,15.3,81.0,72.6,6.1,0,Some College,Yes,No,Yes,6,89.8,Distinction
STU_10404,12.1,65.1,72.9,9.3,1,Bachelor's,Yes,Yes,Yes,3,82.6,Merit
STU_10405,19.0,69.3,90.5,7.2,3,Some College,Yes,Yes,Yes,6,100.0,Distinction
STU_10406,8.1,97.8,76.6,5.0,0,Some College,Yes,Yes,No,7,87.9,Distinction
STU_10407,14.1,93.8,39.5,7.0,0,Some College,Yes,Yes,Yes,10,76.0,Merit
STU_10408,15.8,49.3,75.2,8.4,1,Bachelor's,No,Yes,Yes,3,77.9,Merit
STU_10409,18.3,60.7,54.6,6.8,0,Doctorate,Yes,Yes,No,5,87.0,Distinction
STU_10410,19.6,67.0,60.4,5.4,2,Some College,Yes,No,No,8,76.0,Merit
STU_10411,7.7,84.5,62.3,7.0,1,High School,Yes,No,No,2,92.6,Distinction
STU_10412,5.0,74.0,64.0,6.2,1,High School,No,Yes,Yes,7,68.8,Pass
STU_10413,23.3,65.3,55.5,7.8,0,Bachelor's,No,No,Yes,1,79.8,Merit
STU_10414,17.2,67.6,74.4,8.1,3,Bachelor's,Yes,No,No,7,100.0,Distinction
STU_10415,10.1,69.6,55.1,5.9,0,Bachelor's,Yes,Yes,No,1,79.6,Merit
STU_10416,25.1,86.3,76.3,6.4,3,Bachelor's,Yes,Yes,No,4,100.0,Distinction
STU_10417,15.8,77.7,98.8,8.1,1,Master's,No,No,Yes,4,100.0,Distinction
STU_10418,22.7,50.3,56.0,6.2,3,Master's,Yes,No,Yes,5,81.8,Merit
STU_10419,15.4,78.2,68.6,5.9,2,Bachelor's,Yes,No,No,2,98.4,Distinction
STU_10420,28.4,80.0,41.7,5.8,0,Some College,No,Yes,No,6,76.7,Merit
STU_10421,26.4,99.2,68.4,7.6,3,Some College,Yes,No,Yes,6,100.0,Distinction
STU_10422,13.4,85.3,79.7,7.6,2,Some College,Yes,No,Yes,8,100.0,Distinction
STU_10423,21.3,71.6,80.6,6.4,0,Some College,Yes,Yes,No,10,81.6,Merit
STU_10424,19.2,88.8,72.9,7.2,0,Bachelor's,Yes,No,Yes,1,100.0,Distinction
STU_10425,23.9,74.2,82.7,9.0,2,High School,Yes,Yes,No,4,97.0,Distinction
STU_10426,8.7,80.4,99.0,6.0,2,Bachelor's,Yes,Yes,No,2,100.0,Distinction
STU_10427,19.5,82.9,92.5,4.9,2,Some College,Yes,Yes,Yes,8,100.0,Distinction
STU_10428,21.9,81.1,65.7,7.7,2,Bachelor's,Yes,No,Yes,4,100.0,Distinction
STU_10429,3.6,81.9,54.6,7.1,2,High School,Yes,No,Yes,8,84.4,Merit
STU_10430,7.3,54.1,67.1,6.3,2,Some College,No,No,No,2,70.6,Merit
STU_10431,2.0,69.8,60.6,8.0,1,High School,Yes,No,No,4,72.0,Merit
STU_10432,13.2,82.6,77.4,8.2,0,Master's,Yes,Yes,No,9,95.7,Distinction
STU_10433,19.7,54.6,57.8,4.6,3,Some College,Yes,No,No,5,70.6,Merit
STU_10434,24.8,45.0,71.1,6.4,0,High School,Yes,No,No,6,84.2,Merit
STU_10435,15.5,66.7,82.1,10.0,1,High School,No,No,No,10,61.4,Pass
STU_10436,25.6,91.8,70.8,7.9,2,Bachelor's,Yes,Yes,No,9,100.0,Distinction
STU_10437,6.0,74.3,60.6,8.0,1,High School,Yes,No,Yes,9,67.5,Pass
STU_10438,3.9,62.9,86.1,8.6,0,Doctorate,Yes,Yes,No,7,77.5,Merit
STU_10439,14.6,93.2,49.5,7.2,0,Some College,Yes,No,No,2,90.3,Distinction
STU_10440,17.5,54.3,68.1,8.2,2,Some College,Yes,No,No,7,84.2,Merit
STU_10441,14.8,87.5,71.5,8.1,4,Bachelor's,No,No,No,9,89.6,Distinction
STU_10442,2.0,74.9,72.2,7.8,1,Some College,Yes,Yes,Yes,2,82.2,Merit
STU_10443,14.4,50.4,74.2,6.8,1,Bachelor's,Yes,Yes,Yes,7,90.8,Distinction
STU_10444,6.5,80.7,79.3,7.4,0,Some College,Yes,Yes,No,7,89.8,Distinction
STU_10445,19.4,74.3,71.6,6.5,0,Doctorate,No,No,Yes,3,93.8,Distinction
STU_10446,17.4,75.1,67.6,7.2,0,Bachelor's,Yes,No,No,6,93.8,Distinction
STU_10447,8.9,82.6,67.1,5.8,0,Master's,Yes,No,No,8,81.7,Merit
STU_10448,11.7,77.5,64.7,6.3,1,High School,No,Yes,No,10,70.0,Merit
STU_10449,8.1,86.8,81.5,6.9,0,Some College,Yes,Yes,No,8,93.5,Distinction
STU_10450,14.6,74.5,64.2,6.1,0,Bachelor's,Yes,Yes,No,3,85.2,Distinction
STU_10451,21.2,96.9,82.2,6.6,2,Bachelor's,Yes,Yes,No,6,100.0,Distinction
STU_10452,8.6,73.0,72.2,7.0,3,High School,Yes,No,No,2,93.1,Distinction
STU_10453,18.3,88.7,65.7,7.7,4,Some College,Yes,No,Yes,2,100.0,Distinction
STU_10454,11.6,87.8,79.4,8.3,2,Some College,No,No,No,8,84.0,Merit
STU_10455,9.8,73.9,63.3,6.6,0,Bachelor's,Yes,Yes,Yes,10,76.8,Merit
STU_10456,14.3,65.8,79.7,8.8,2,Some College,Yes,Yes,No,5,97.2,Distinction
STU_10457,8.3,91.3,74.6,8.3,0,Some College,Yes,Yes,Yes,5,93.2,Distinction
STU_10458,11.4,88.6,64.8,7.8,2,High School,Yes,No,Yes,4,93.1,Distinction
STU_10459,7.2,76.0,78.3,7.4,2,Some College,Yes,No,No,10,85.4,Distinction
STU_10460,27.8,90.8,78.6,7.6,2,High School,Yes,Yes,No,4,100.0,Distinction
STU_10461,15.2,87.2,85.9,8.6,4,Doctorate,Yes,Yes,Yes,8,100.0,Distinction
STU_10462,10.5,71.7,83.6,8.7,2,High School,Yes,No,Yes,3,91.5,Distinction
STU_10463,16.4,78.1,77.9,8.8,2,Master's,Yes,No,No,3,100.0,Distinction
STU_10464,14.3,79.2,58.5,7.2,0,Some College,Yes,Yes,No,8,87.7,Distinction
STU_10465,13.6,66.6,99.0,7.9,4,Some College,Yes,No,Yes,3,100.0,Distinction
STU_10466,19.0,79.8,55.2,8.8,0,High School,Yes,Yes,No,2,86.6,Distinction
STU_10467,19.9,92.2,83.4,6.5,3,Bachelor's,No,No,Yes,5,100.0,Distinction
STU_10468,11.6,87.6,77.2,6.8,0,Bachelor's,Yes,Yes,Yes,3,100.0,Distinction
STU_10469,11.3,99.6,57.9,7.2,0,Some College,Yes,Yes,No,6,98.7,Distinction
STU_10470,13.2,85.0,70.5,8.3,3,High School,Yes,Yes,Yes,7,94.9,Distinction
STU_10471,2.0,97.4,71.1,8.3,0,Master's,Yes,Yes,Yes,3,88.2,Distinction
STU_10472,5.2,73.1,87.7,6.9,3,Doctorate,Yes,Yes,No,9,87.2,Distinction
STU_10473,23.9,91.9,63.4,5.4,0,Some College,Yes,No,No,10,77.4,Merit
STU_10474,25.7,96.7,68.9,7.5,3,Bachelor's,Yes,Yes,Yes,1,100.0,Distinction
STU_10475,13.4,64.3,44.0,6.1,2,Some College,Yes,No,Yes,7,76.7,Merit
STU_10476,18.7,84.9,92.8,5.4,2,Some College,Yes,Yes,No,4,100.0,Distinction
STU_10477,17.0,45.2,59.2,5.7,1,High School,Yes,Yes,Yes,7,67.2,Pass
STU_10478,35.0,85.8,75.9,7.6,0,Some College,Yes,No,No,9,97.9,Distinction
STU_10479,22.3,87.7,70.8,8.8,3,Bachelor's,Yes,No,No,9,100.0,Distinction
STU_10480,14.2,65.7,70.8,7.2,0,High School,Yes,Yes,Yes,1,86.5,Distinction
STU_10481,8.8,67.1,81.7,7.5,1,Bachelor's,Yes,Yes,No,10,75.6,Merit
STU_10482,4.6,78.4,92.1,8.6,2,Master's,Yes,No,No,4,99.7,Distinction
STU_10483,16.3,86.2,75.0,5.3,1,High School,Yes,Yes,Yes,7,94.2,Distinction
STU_10484,10.1,61.9,79.9,7.8,0,High School,Yes,No,No,10,65.9,Pass
STU_10485,5.8,74.2,75.9,7.2,0,Bachelor's,No,Yes,Yes,6,85.8,Distinction
STU_10486,10.8,64.5,84.2,7.9,0,Some College,No,Yes,No,9,74.2,Merit
STU_10487,8.0,96.7,66.4,6.6,3,High School,Yes,Yes,No,7,92.9,Distinction
STU_10488,26.0,80.2,84.9,6.2,0,Some College,Yes,No,No,3,97.5,Distinction
STU_10489,20.7,67.7,85.3,7.4,5,Some College,Yes,Yes,Yes,7,100.0,Distinction
STU_10490,14.9,89.3,85.0,9.2,0,Master's,Yes,Yes,No,10,87.6,Distinction
STU_10491,24.6,74.8,64.1,8.2,0,Bachelor's,Yes,No,Yes,5,90.5,Distinction
STU_10492,15.5,93.5,70.0,6.6,1,Some College,Yes,No,No,2,100.0,Distinction
STU_10493,9.4,62.0,74.9,5.6,0,Some College,Yes,Yes,No,10,63.5,Pass
STU_10494,24.9,83.3,55.5,5.2,2,Master's,No,No,No,3,90.2,Distinction
STU_10495,18.5,87.3,91.1,8.8,3,High School,No,No,No,6,100.0,Distinction
STU_10496,8.3,89.8,71.9,6.1,0,High School,Yes,Yes,Yes,6,88.4,Distinction
STU_10497,13.8,83.5,75.4,6.8,2,Doctorate,Yes,Yes,Yes,7,100.0,Distinction
STU_10498,9.3,72.2,65.1,8.8,1,Master's,Yes,No,Yes,6,84.9,Merit
STU_10499,6.0,83.7,56.1,5.3,0,High School,Yes,Yes,No,9,58.6,Pass
STU_10500,21.0,60.6,64.8,9.0,0,High School,Yes,Yes,Yes,5,84.7,Merit
STU_10501,27.4,80.8,74.6,6.9,3,Some College,Yes,No,No,5,100.0,Distinction
STU_10502,5.9,77.4,80.1,5.8,0,High School,Yes,Yes,No,8,77.2,Merit
STU_10503,18.7,63.6,73.9,6.9,3,Bachelor's,Yes,No,Yes,8,95.3,Distinction
STU_10504,10.8,96.8,76.2,6.3,1,High School,Yes,Yes,No,1,96.8,Distinction
STU_10505,11.8,51.0,68.0,7.7,0,High School,No,Yes,No,3,76.6,Merit
STU_10506,11.1,85.8,78.0,6.4,1,Some College,Yes,Yes,Yes,6,99.3,Distinction
STU_10507,9.4,95.0,89.8,4.9,3,Master's,Yes,Yes,No,6,96.3,Distinction
STU_10508,15.3,75.2,80.5,6.9,2,Some College,Yes,No,Yes,1,100.0,Distinction
STU_10509,9.6,77.3,81.7,5.6,1,Some College,Yes,No,Yes,2,92.9,Distinction
STU_10510,16.8,80.7,75.5,7.4,3,Doctorate,No,Yes,No,10,88.4,Distinction
STU_10511,14.7,90.5,54.0,5.8,0,Some College,Yes,No,No,7,82.2,Merit
STU_10512,13.4,96.1,59.5,6.6,3,Some College,Yes,Yes,Yes,1,99.4,Distinction
STU_10513,9.1,61.8,77.5,7.4,3,Some College,Yes,Yes,No,10,80.6,Merit
STU_10514,11.3,98.9,71.9,6.9,2,High School,No,Yes,Yes,5,91.4,Distinction
STU_10515,19.9,87.7,77.3,7.5,3,Some College,Yes,Yes,No,1,100.0,Distinction
STU_10516,18.3,87.7,92.1,8.0,1,Some College,Yes,No,No,6,100.0,Distinction
STU_10517,8.6,75.3,80.7,5.8,2,Some College,Yes,Yes,Yes,7,86.8,Distinction
STU_10518,15.6,79.6,87.1,7.1,1,High School,Yes,Yes,No,8,99.4,Distinction
STU_10519,19.9,87.7,73.1,4.0,1,Some College,Yes,Yes,Yes,3,78.8,Merit
STU_10520,4.1,56.2,62.3,7.5,1,Some College,Yes,No,Yes,3,75.5,Merit
STU_10521,18.5,79.8,71.3,6.8,0,High School,Yes,No,No,1,98.1,Distinction
STU_10522,10.7,86.7,62.3,6.0,1,High School,Yes,No,Yes,3,87.6,Distinction
STU_10523,18.7,78.7,90.7,7.6,0,Master's,Yes,Yes,No,5,100.0,Distinction
STU_10524,10.0,93.5,81.5,8.6,0,Some College,Yes,No,No,6,100.0,Distinction
STU_10525,3.3,50.5,78.2,6.6,0,High School,Yes,Yes,Yes,3,68.4,Pass
STU_10526,4.4,69.0,86.8,6.1,3,Bachelor's,Yes,Yes,Yes,4,93.4,Distinction
STU_10527,15.3,45.0,47.8,7.4,1,High School,Yes,No,No,5,68.8,Pass
STU_10528,16.7,81.3,79.1,5.6,2,Bachelor's,Yes,Yes,Yes,5,100.0,Distinction
STU_10529,9.1,94.7,56.3,6.4,0,Bachelor's,Yes,Yes,Yes,9,80.3,Merit
STU_10530,19.2,69.6,71.9,8.7,1,Bachelor's,Yes,Yes,Yes,8,88.1,Distinction
STU_10531,4.2,87.2,68.3,7.3,0,Bachelor's,Yes,Yes,No,1,87.4,Distinction
STU_10532,14.6,76.4,79.9,4.9,0,High School,Yes,Yes,No,2,82.9,Merit
STU_10533,7.1,97.6,74.7,5.0,2,Bachelor's,Yes,Yes,Yes,5,92.0,Distinction
STU_10534,10.8,67.4,88.1,7.4,2,High School,Yes,Yes,Yes,3,100.0,Distinction
STU_10535,15.3,75.7,64.8,8.2,0,Some College,Yes,No,No,7,85.1,Distinction
STU_10536,9.4,65.7,80.5,5.3,1,Master's,Yes,No,No,6,83.1,Merit
STU_10537,12.5,95.4,73.9,7.7,3,Some College,Yes,No,Yes,2,100.0,Distinction
STU_10538,21.5,69.6,52.4,8.8,0,Doctorate,Yes,No,No,8,76.9,Merit
STU_10539,11.3,92.5,61.0,9.5,0,High School,No,No,No,5,73.5,Merit
STU_10540,20.4,57.6,70.2,7.6,2,Some College,Yes,Yes,No,6,95.2,Distinction
STU_10541,7.7,78.6,85.3,7.8,0,High School,Yes,Yes,Yes,8,90.2,Distinction
STU_10542,18.4,77.8,77.6,4.6,5,Bachelor's,No,No,No,6,88.2,Distinction
STU_10543,24.4,87.6,58.0,9.7,2,High School,Yes,Yes,No,10,79.7,Merit
STU_10544,2.0,94.1,70.3,6.5,1,High School,No,Yes,No,3,76.7,Merit
STU_10545,9.8,82.1,96.2,6.1,1,Some College,Yes,Yes,No,7,100.0,Distinction
STU_10546,18.8,59.5,73.3,6.9,1,Bachelor's,Yes,No,No,4,87.0,Distinction
STU_10547,13.7,70.3,68.1,9.0,0,High School,Yes,No,No,6,80.7,Merit
STU_10548,17.4,59.7,77.9,9.8,4,Master's,Yes,Yes,No,6,95.3,Distinction
STU_10549,11.1,95.6,81.2,7.4,2,High School,Yes,Yes,No,5,100.0,Distinction
STU_10550,15.6,90.7,66.5,8.4,0,High School,Yes,No,Yes,1,94.6,Distinction
STU_10551,14.0,73.5,78.0,7.3,1,Some College,Yes,Yes,No,8,85.1,Distinction
STU_10552,22.6,80.9,68.1,6.0,0,Doctorate,Yes,Yes,No,10,82.3,Merit
STU_10553,16.7,84.4,80.6,9.0,0,High School,Yes,Yes,Yes,2,94.4,Distinction
STU_10554,17.2,87.9,74.0,6.5,2,High School,Yes,No,No,4,97.1,Distinction
STU_10555,12.3,89.3,77.8,9.0,2,Bachelor's,Yes,Yes,No,3,98.1,Distinction
STU_10556,11.8,91.0,62.9,8.8,1,Some College,No,Yes,No,6,86.8,Distinction
STU_10557,12.2,61.2,62.1,7.9,0,Bachelor's,Yes,Yes,No,1,85.6,Distinction
STU_10558,17.6,73.8,83.3,9.4,2,High School,No,No,No,9,79.0,Merit
STU_10559,12.3,86.1,71.0,9.9,0,Some College,Yes,No,No,5,90.2,Distinction
STU_10560,16.9,91.3,75.4,7.0,2,Some College,Yes,Yes,No,5,100.0,Distinction
STU_10561,28.5,90.0,68.3,6.2,1,Some College,Yes,No,No,4,98.8,Distinction
STU_10562,20.7,68.1,82.8,5.0,2,Bachelor's,Yes,Yes,No,4,89.1,Distinction
STU_10563,12.9,74.7,64.7,9.9,3,Bachelor's,Yes,Yes,No,1,84.1,Merit
STU_10564,22.8,75.1,70.4,6.7,3,Some College,Yes,No,Yes,9,96.8,Distinction
